Yôjinbô,"A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.Sanjuro, a wandering samurai enters a rural town in nineteenth century Japan. After learning from the innkeeper that the town is divided between two gangsters, he plays one side off against the other. His efforts are complicated by the arrival of the wily Unosuke, the son of one of the gangsters, who owns a revolver. Unosuke has Sanjuro beaten after he reunites an abducted woman with her husband and son, then massacres his father's opponents. During the slaughter, the samurai escapes with the help of the innkeeper; but while recuperating at a nearby temple, he learns of innkeeper's abduction by Unosuke, and returns to the town to confront him.—Bernard Keane <BKeane2@email.dot.gov.au>A samurai, Sanjuro Kuwabatake, finds himself in a town run by two warlords, Ushitora and Seibei. The town is a den of inequity, not only due to the warlords and their hired thugs, but due to the hordes of gamblers that inhabit it. The samurai sets out to rid the town of all these pestilences, his plan being to play the two warlords off against each other.—grantss"
Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.History is turned on its comic head when, in tenth-century England, King Arthur travels the countryside to find knights who will join him at the Round Table in Camelot. Gathering up the men is a tale in itself but after a bit of a party at Camelot, many decide to leave only to be stopped by God, who sends them on a quest: to find the Holy Grail. After a series of individual adventures, the knights are reunited but must face a wizard named Tim the Enchanter, killer rabbits and lessons in the use of holy hand grenades. Their quest comes to an end however when the Police intervene - just what you would expect in a Monty Python movie.—garykmcdIn search of brave and faithful supporters to join the Knights of the Round Table, the legendary British leader, King Arthur of Camelot, rides around Britain's countryside atop his noble steed. Before long, a handful of good men answer his call; however, after careful consideration, they decide to go their separate ways, only to provoke the wrath of the omnipotent being in the clouds, who commands Arthur and his followers to find the fabled Holy Grail. Now, on a mission from God himself, five men must brave taunting French soldiers; confront sexually obsessed virgins; do battle with the notorious Black Knight; face a mysterious enchanter named ""Tim"", and slay a vicious furry protector. But, are King Arthur's knights up to the task?—Nick RiganasArthur, King of the Britons, is looking for knights to sit with him at Camelot. He finds many knights including Sir Galahad the Pure, Sir Launcelot the Brave, the quiet Sir Bedevere, and Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot. Through satire of certain events in history, they find Camelot, but after literally a quick song and dance they decide that they do not want to go there. While walking away, God comes to them from a cloud and tells them to find the Holy Grail. They agree and begin their search. Throughout their search, they meet interesting people and knights along the way.—Zucco"
The Great Escape,"Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.Based on a true story, a group of allied escape artist-type prisoners-of-war are all put in an ""escape proof"" camp. Their leader decides to try to take out several hundred all at once. The first half of the movie is played for comedy, as the prisoners mostly outwit their jailers to dig the escape tunnel. The second half is high adventure as they use planes, trains, and boats to get out of occupied Europe.—John Vogel <jlvogel@comcast.net>In 1942, the Germans have built what they consider an escape-proof P.O.W. camp, where they plan to house all the problem P.O.W.s (those that have made multiple escape attempts in the past). What the Germans don't realize is that they've put all the best escape minds in one location. If they can't escape, these P.O.W.s believe it is their military duty to make the enemy place as much effort into their confinement as possible to divert them from other war-related pursuits. Royal Air Force Squadron Leader Bartlett plans not just a one or two man escape at a time like most escape attempts in the past have been, but a massive escape of two hundred fifty men through a series of tunnels. If one tunnel is found, they can focus on the others. Each escapee will be provided with a complete set of forged documents and standard clothing. With their reputations preceding them, each P.O.W. is assigned a specific task in carrying out the plan. Somewhat outside of the plot are Captain Hilts and Flying Officer Ives, who spent their first thirty days in camp in the cooler together. They who are unofficially assigned as the decoys who will make more rudimentary escape attempts. They ask Hilts to make a more serious task of reconnaissance of the local town if he ever does successfully escape, which of course means his recapture to bring the information back into camp and more time in the cooler. Beyond basic logistical problems and the Germans finding out what's going on, they have potential problems in certain P.O.W.s who may become liabilities dealing with their own personal issues.—HuggoNazi Germany, 1942. With the Germans forced to spend time and resources hunting down escaping Allied officers, the Third Reich opened Stalag Luft III: a maximum-security, Luftwaffe-run POW camp. And designed to discourage even the craftiest prisoners, the Nazis moved truckloads of downed fighter pilots to the newly established prison camp. However, they have unwittingly assembled a dream team of escape artists. As the indomitable human spirit meets the dogged determination to be free, the hand-picked inmates waste no time sniffing out weaknesses and minute opportunities for escape--after all, it is the sworn duty of all officers to give the enemy hell and try to escape. Are the mighty oppressors prepared for the great escape?—Nick RiganasThe Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security ""escape-proof"" camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.—Kevin Ackley <kackley1@aol.com>1 moreAll"
Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.A clown fish named Marlin lives in the Great Barrier Reef and loses his son, Nemo, after he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. While Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbour. While the two are searching the ocean far and wide, Nemo and the other sea animals in the dentist's fish tank plot a way to return to the sea to live their lives free again.—David MorrisMarlin, a clown fish, is overly cautious with his son, Nemo, who has a foreshortened fin. When Nemo swims too close to the surface to prove himself, he is caught by a diver, and horrified Marlin must set out to find him. A blue reef fish named Dory -- who has a really short memory -- joins Marlin and complicates the encounters with sharks, jellyfish, and a host of ocean dangers. Meanwhile, Nemo plots his escape from a dentist's fish tank.—Jwelch5742A young clownfish named Nemo is captured by underwater sea divers and taken to a dentist office located in a wonderful city called Sydney Harbour! Marlon, Nemos father is out on a journey to retrieve Nemo and bring him back home. Marlon meets a dim-witted and memory losing fish named Dory who tries to help Marlon along the way. Nemo and the other fish in the fish tank plan an escape attempting to finally get back into the fresh open water.—Steve ShedloskiAfter a clownfish is taken by a dentist, his father and a friend travel across the ocean to locate him. Along the way, they meet new friends who try to help them as much as they can. They also learn a few new things about along the way as well.—RECB32 moreAll"
Prisoners,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.How far would you go to protect your family? Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street. Heading the investigation, Detective Loki arrests its driver, Alex Jones, but a lack of evidence forces his release. As the police pursue multiple leads and pressure mounts, knowing his child's life is at stake the frantic Dover decides he has no choice but to take matters into his own hands. But just how far will this desperate father go to protect his family?—Warner Bros. PicturesIn a town in northeastern Pennsylvania, Keller and Grace Dover, Franklin and Nancy Birch, and their respective offspring - each couple with a teenager and adolescent apiece - are best friends. While the two families are celebrating Thanksgiving together, the two adolescent girls, Anna Dover and Joy Birch, go missing. Based on events earlier in the day, the two families believe that the girls were abducted by whoever lives in the camper van parked in their neighborhood. Their beliefs are strengthened after they meet the resident of the camper, Alex Jones, a mentally childlike young man who is supported in every respect by his overprotective aunt, Holly Jones, and based on other subsequent evidence about Alex that emerges. However, Detective Loki, the lead police investigator, is pretty certain that Alex did not abduct the girls, he instead initially following leads of known sex offenders and pedophiles in the area. In addition, Loki has no evidence to hold Alex in custody, placing him at odds especially with Keller, who is certain that Alex is the one who abducted the girls. While Loki continues his investigation with Keller accusing him of not doing his job by following what he considers are pointless leads, Keller decides he has to take matters into his own hands. He has to decide how much he will involve Grace, Franklin and Nancy in getting Alex to divulge where the girls are by any means possible. His decisions as in who he will involve in getting Alex to talk may depend on how like-minded he believes the other three are, they who may be as devastated as he is, but who may neither be certain that Alex is the perpetrator or go to the same extremes as he to get the information from Alex.—HuggoAgainst the backdrop of what should have been a happy Thanksgiving dinner, a terrible case of a mysterious abduction unfolds, as Anna, the six-year-old daughter of the small-town carpenter, Keller Dover, and her best friend, Joy, vanish without a trace. As time is against the desperate father, the only lead points at troubled Alex Jones; however, due to lack of evidence, Detective Loki knows that the alleged prime suspect will soon be free. Now, the odds are against them, and Keller will have to take matters into his own hands, even if his reckless decision threatens to put his freedom at risk. Will he ever see the girls again, alive and in one piece?—Nick Riganas"
Rashômon,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.A priest, a woodcutter and another man are taking refuge from a rainstorm in the shell of a former gatehouse called Rashômon. The priest and the woodcutter are recounting the story of a murdered samurai whose body the woodcutter discovered three days earlier in a forest grove. Both were summoned to testify at the murder trial, the priest who ran into the samurai and his wife traveling through the forest just before the murder occurred. Three other people who testified at the trial are supposedly the only direct witnesses: a notorious bandit named Tajômaru, who allegedly murdered the samurai and raped his wife; the white veil cloaked wife of the samurai; and the samurai himself who testifies through the use of a medium. The three tell a similarly structured story - that Tajômaru kidnapped and bound the samurai so that he could rape the wife - but which ultimately contradict each other, the motivations and the actual killing being what differ. The woodcutter reveals at Rashômon that he knows more than he let on at the trial, thus bringing into question his own actions. But another discovery at Rashômon and the resulting actions from the discovery bring back into focus the woodcutter's own humanity or lack thereof.—HuggoSheltering from a rainstorm in the derelict Rashomon gatehouse, a commoner wants to hear the strange story that has horrified a priest and confounded a woodcutter. They tell him about a murder inquiry at which they have just appeared as witnesses. Tajomaru (a bandit with a reputation for murder and lust) had managed to tie up a samurai and rape his wife. The woodcutter had discovered the dead body of the samurai in the forest, and the bandit was arrested the following day. But how the samurai was killed was unclear. Strangely, the three people involved all claim to be responsible. The bandit describes winning a dramatic sword fight. The distraught woman all but admits she was driven to stab her husband in desperation. Through a medium, the dead samurai claims his wife was treacherous, and that this drove him to suicide. Something has motivated at least two of them to lie, grotesquely subverting truth, justice, and decency. Even the woodcutter has not been forthright, and ironically, he feels that he too must lie. He changes his story, claims to have witnessed the crime, and gives yet another (the fourth) wild version of the samurai's death. The commoner is not fooled, and it only reinforces his cynical view of life. Then the men make a discovery, and their reactions reveal that, though there is terrible evil and mistrust in the world, there is also goodness.—billheron53As heavy rain pours monotonously out of a dark sky, under Kyoto's once-glorious front gate, a poor woodcutter and a faithful priest gather around a feeble campfire to share with a wet commoner their take on the mysterious murder of a valiant samurai in a lush bamboo forest, and the brutal sexual assault of his wife by the notorious bandit, Tajomaru. Before court and through a series of uncomfortable flashbacks, strikingly different points-of-view inextricably interweave with half-truths, cover-ups, and the supernatural, to further blur the lines between memory and fact. However, who is the evil-doer behind this intricate conundrum? In the end, on the basis of personal perspective, can there be an absolute truth?—Nick RiganasA man is killed and his wife raped. A notorious bandit is captured and accused of the crimes. In court the three people involved - the bandit, the woman and the man (via a medium) - detail what happened but their stories vary considerably. Which version is the truth?—grantss1 moreAll"
Hauru no ugoku shiro,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.With her country's peace constantly under threat, Sophie, a lively but unloved milliner, catches the attention of an unexpected defender. But as the wide-eyed damsel in distress crosses paths with handsome Howl, a talented young magician with excess emotional baggage, a fit of jealousy turns the hat maker's world upside down forever. Now, stained by the indelible mark of the wicked Witch of the Waste, Sophie must move mountains to break the pitiless spell, including facing her fears and the mysterious sorcerer. However, has anyone ever set foot in Howl's impenetrable home, a walking wonder powered by a fiery heart, and lived to tell the tale?—Nick RiganasA love story between an 18-year-old girl named Sophie, cursed by a witch into an old woman's body, and a magician named Howl. Under the curse, Sophie sets out to seek her fortune, which takes her to Howl's strange moving castle. In the castle, Sophie meets Howl's fire demon, named Karishifâ. Seeing that she is under a curse, the demon makes a deal with Sophie--if she breaks the contract he is under with Howl, then Karushifâ will lift the curse that Sophie is under, and she will return to her 18-year-old shape.—Sophie BallA young woman named Sophie is cursed by the Witch of the Waste, turns into an old woman, and is unable to tell anyone of her plight. Unable to continue her job at her mother's hat shop, she goes to the ambulatory castle of the notorious wizard Howl and insinuates herself into his household. Sophie befriends Calcifer, the fire demon who powers the castle and who is bound to Howl by a contract, the terms of which Calcifer cannot reveal. They promise to help each other with their problems. Like Calcifer, Howl can also see through the Witch's spell, and he and Sophie fall in love. Sophie helps Howl confront his former teacher, and the Witch of the Waste.—IanYoung Sophie Hatter is cursed by the Witch of the Waste, and turns into an old hag. Ashamed of how she looks, she flees into the hills where a moving castle roams the hills. It is said to belong to the young and handsome wizard Howl, who has a bad reputation. Within the castle, Sophie befriends the fire demon Calcifer, who promises to help her become young again. One catch: she must help Calcifer to be free of Howl, and Calcifer cannot tell her how. However, Sophie agrees to stay and try to find out about the contract through other ways. Still, Howl can see that Sophie is under a spell like Calcifer can, and he falls in love with her for who she is and not for what she looks like. Sophie manages to bring life to the moving castle, and she helps Howl to face his former tutor, Madame Suliman.—Luisa"
The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.In Victorian London, Dr. Frederick Treves with the London Hospital comes across a circus sideshow attraction run by a man named Bytes called ""The Elephant Man"". In actuality, the creature on display is indeed a man, twenty-one-year-old Joseph ""John"" Merrick, who has several physical deformities, including an oversized and disfigured skull, and an oversized and disfigured right shoulder. Brutish Bytes, his ""owner"", only wants whatever he can get economically by presenting Merrick as a freak. Treves manages to bring Merrick under his care at the hospital, not without several of its own obstacles, including being questioned by those in authority since Merrick cannot be cured. Treves initially believes Bytes' assertion that mute Merrick is an imbecile, but ultimately learns that Merrick can speak and is a well-read and articulate man. As news of Merrick hits the London newspapers, he becomes a celebrated curiosity amongst London's upper class, including with Mrs. Kendal, a famed actress. Despite treated much more humanely, the question becomes whether Treves' actions are a further exploitation of Merrick. And as Merrick becomes more famous, others try to get their two-cents worth from who still remains a curiosity and a freak to most, including to Bytes, who has since lost his meal ticket.—HuggoForever imprisoned inside a hideous, deformed body, the unfortunate, perpetually masked in a dreadful burlap sack Victorian fairground attraction exhibit, John Merrick, is forced to live a cruel life as a curiosity. Milked for every penny by the sadistic showman, Mr Bytes, the ridiculed and multiply disfigured Merrick crosses paths with the philanthropic physician, Frederick Treves, who offers Bytes a hefty compensation to conduct a more thorough examination at the London Hospital. However, how pure and humanitarian are sympathetic Treves' motives? Is the grotesque ""Elephant Man"" doomed to relive his horrible past?—Nick Riganas"
Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.In 1937 Los Angeles, private investigator Jake 'J.J.' Gittes specializes in cheating-spouse cases. His current target is Hollis Mulwray, high-profile chief engineer for the Los Angeles Department of Water and Power, whose wife suspects him of infidelity. In following Mulwray, Gittes witnesses some usual business dealings, such as a public meeting for construction of a new dam to create additional water supply for Los Angeles, as fresh water is vital to the growing community during the chronic drought; Mulwray opposes the dam. Eventually Gittes sees Mulwray meeting with an unknown young woman who isn't his wife. Once news of the supposed tryst between Mulwray and this woman hits the media, additional information comes to light that makes Gittes believe that Mulwray is being framed for something and that he himself is being set up. In his investigation of the issue behind Mulwray's framing and his own setup, Gittes is assisted by Mulwray's wife Evelyn, but he thinks she isn't being forthright with him. The further he gets into the investigation, the more secrets he uncovers about the Mulwrays' professional and personal dealings, including Mulwray's former business-partnership with Evelyn's father, Noah Cross. The identity of the unknown woman may be the key to uncovering the whole story.—HuggoIn 1937 Los Angeles, private detective J.J. Gittes is hired by a woman to investigate whether her husband is having an affair. The husband, Hollis Mulwray, is the chief water engineer for the city of Los Angeles. Soon after Gittes delivers the photos that seem to confirm her suspicions, he meets the man's real wife and, intrigued, investigates further. Then Hollis Mulwray turns up dead.—grantssProfoundly cynical but also empathetic, 1937 Los Angeles' well-dressed private investigator and expert in adultery cases, Jake Gittes, runs a successful business. Then, all of a sudden, a cryptic blonde walks into his office, convinced that her husband, Hollis Mulwray, the chief engineer for the Los Angeles Department of Water and Power, is having an affair. And, just like that, Gittes finds himself entangled in a murky case of deceit and murder. As a result, corrupt government officials and murderous henchmen are after Gittes for sticking his nose into an elaborate and dangerous conspiracy, and as if that weren't enough, Jake is now starting to believe that he's been had. However, in this thorny case, almost everybody has a skeleton in the closet. Can Gittes get to the bottom of it before it is too late?—Nick RiganasLos Angeles detective Jake Gittes is hired by a ""Mrs. Mulwray"" to spy on her husband. Shortly after Gittes is hired, the real Mrs. Mulwray appears in his office threatening to sue if he doesn't drop the case immediately. Gittes pursues the case anyway, slowly uncovering a vast conspiracy centering on water management, state and municipal corruption, land use, and real estate; and involving at least one murder.—filmfactsman"
Dial M for Murder,"A former tennis star arranges the murder of his adulterous wife.In London, wealthy Margot Mary Wendice had a brief love affair with the American writer Mark Halliday while her husband and professional tennis player Tony Wendice was on a tennis tour. Tony quits playing to dedicate to his wife and finds a regular job. She decides to give him a second chance for their marriage. When Mark arrives from America to visit the couple, Margot tells him that she had destroyed all his letters but one that was stolen. Subsequently she was blackmailed, but she had never retrieved the stolen letter. Tony arrives home, claims that he needs to work and asks Margot to go with Mark to the theater. Meanwhile Tony calls Captain Lesgate (aka Charles Alexander Swann who studied with him at college) and blackmails him to murder his wife, so that he can inherit her fortune. But there is no perfect crime, and things do not work as planned.—Claudio Carvalho, Rio de Janeiro, BrazilAfter learning that his wife Margot had a brief affair with mystery writer Mark Halliday, Tony Wendice decides he's going to kill her. He wants to provide himself with an ironclad alibi and so blackmails a one-time schoolmate with a shady past, Charles Swann, to do the killing for him. The plan is simple. He will give Swann a key to their flat and while he and Halliday are out at a dinner, Swann can let himself into the flat and strangle her. It all goes as planned but Margot successfully defends herself, killing Swann in the process. She is convicted of his murder - Tony had planted evidence to suggest that he had been blackmailing her - and soon finds herself in prison awaiting execution on the gallows. It's left to Mark Halliday and a sympathetic policeman, Chief Inspector Hubbard, to uncover Wendice's plan and get the evidence to arrest him.—garykmcdResiding in London, former tennis pro turned sporting goods salesman Tony Wendice and socialite Margot Wendice have a loving, happy marriage,... or so it appears on the surface. In reality, Margot fell out of love with Tony as a traveling tennis wife, and began an affair with American writer Mark Halliday, who she still loves. Margot decided to make a go of the marriage when Tony gave up tennis for a more steady job, but she still kept one keepsake from Mark, a love letter, which she carried with her everywhere in whatever handbag she was using, that is until the letter was stolen from her handbag. An unknown person is blackmailing her with the letter, threatening to expose the affair to Tony, something she has told no one except Mark. The blackmailer, which in reality is not blackmail but part of a larger plot, is Tony himself. When first discovering the affair, Tony had thought about killing Mark. But now, his carefully thought out plan is to have Margot killed so that he can live off her wealth. That plan, which only recently coalesced into a beginning to end detailed plot, involves blackmailing old college associate Charles Swann, who Tony has recently learned has turned to a life of fraud and murder. While Tony is out for the evening with a visiting Mark, Swann will kill Margot at the Wendice apartment. Tony will have an alibi and Swann should be able to get away scot-free as he has no formal ties to the Wendices and thus no motive to kill Margot. Although Tony considers the plan foolproof, it does not come off quite as planned, with Margot surviving the attack. Tony has to decide what to do, if he should just hide his involvement in the murder plot, or if he has a Plan B up his sleeve still to get rid of Margot for good. Who may factor into what happens are Mark, who will do whatever to help Margot, most specifically using his creative writing skills, and the lead police investigator, Chief Inspector Hubbard, who may see the crime scene in a slightly different light than the average Joe.—HuggoEx-tennis pro Tony Wendice decides to murder his wife for her money and because she had an affair the year before. He blackmails an old college associate to strangle her, but when things go wrong he sees a way to turn events to his advantage.—Col Needham <col@imdb.com>1 moreAll"
Gone with the Wind,"A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.Scarlett is a woman who can deal with a nation at war, Atlanta burning, the Union Army carrying off everything from her beloved Tara, the carpetbaggers who arrive after the war. Scarlett is beautiful. She has vitality. But Ashley, the man she has wanted for so long, is going to marry his placid cousin, Melanie. Mammy warns Scarlett to behave herself at the party at Twelve Oaks. There is a new man there that day, the day the Civil War begins. Rhett Butler. Scarlett does not know he is in the room when she pleads with Ashley to choose her instead of Melanie.—Dale O'Connor <daleoc@interaccess.com>In the face of the imminent U.S. Civil War, the pampered socialite and petulant Southern Belle, Scarlett O'Hara, basks in the limelight, enjoying a lavish lifestyle. Knowing that the rich and red-hued soil of Tara--the ancestral cotton plantation in Georgia--is the only thing worth fighting for, the resilient woman will do everything in her power to control her destiny; including marrying the wrong men to maintain her enviable social status. However, death seems to follow Scarlett--and as she swears never to be poor again, standing on the sparkling ashes of her beloved but burned-to-the-ground home--the cynical playboy, Rhett Butler, offers a way out, and a new lease of life. Headstrong, passionate, and, above all, resolute, not even war--or death--can stand in Scarlett's way; nevertheless, love is delicate and elusive, and, somehow, it is always one step ahead of her. Has Scarlett's noble aspiration for a better future gone with the wind?—Nick RiganasPresented as originally released in 1939. Includes themes and character depictions which may be offensive and problematic to contemporary audiences. Epic Civil War drama focuses on the life of petulant Southern belle Scarlett O'Hara. Starting with her idyllic life on a sprawling plantation, the film traces her survival through the tragic history of the South during the Civil War and Reconstruction, and her tangled love affairs with Ashley Wilkes and Rhett Butler.—FilmsNowThe epic tale of a woman's life during one of the most tumultuous periods in America's history. From her young, innocent days on a feudalistic plantation to the war-torn streets of Atlanta; from her first love whom she has always desired to three husbands; from the utmost luxury to absolute starvation and poverty; from her innocence to her understanding and comprehension of life.—Luke C.1 moreAll"
V for Vendetta,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.In the distant future, Evey Hammond is an average citizen of the United Kingdom, which is under the rule of the fascist and tyrannical Norsefire Party. She is an employee of the state-run British Television Network, but soon, she becomes the number one enemy of the state together with an enigmatic and larger-than-life freedom fighter known only by the letter ""V"". V informs Evey that she must hide in his underground lair for at least one year, and while she is reluctant to the idea at first, a bond soon forms between the two individuals. In the meanwhile, the mysterious past of V is gradually revealed to the police inspector tasked with capturing him, Eric Finch, and it is not long until he starts questioning everything his government stands for.—goddangwatirIn the near future, England, emerging out of the anarchy of the latest world war, has become an authoritarian fascist police state, while the once powerful United States is still mired in that anarchy. While Peter Creedy is the party leader, the state is ostensibly led by Adam Sutler, who assumed the role of Chancellor and whose policies not only regulate everything but immediately quash any dissent by death. On November 5th, a man who ultimately identifies himself solely as V and appropriately donning a Guy Fawkes mask, is able to overtake the state-run television station, the British Television Network (BTN), to announce to its viewership that he was the person responsible for blowing up the Old Bailey the previous evening, and implores the populace to join him in one year's time for an uprising, the symbolic measure to be the blowing up of the Houses of Parliament. While Sutler does whatever to ensure that V does not make it to tomorrow let alone to next November 5th, Inspector Eric Finch of the Metropolitan Police is leading the investigation into the Old Bailey bombing. Finch and his second in command, Sergeant Dominic Stone, believe the best way to get to V is through the young woman who becomes linked to him whether she wants to be or not. She is Evey Hammond, an employee at BTN who V saved the night of the Old Bailey bombing. The evolution of Evey's thoughts regarding V and what he is doing evolve over time. If they all discover who he is or dig below the surface, they will learn that there is a personal agenda of vendetta to his grand plan.—HuggoTells the story of Evey Hammond (Natalie Portman) and her unlikely but instrumental part in bringing down the fascist government that has taken control of a futuristic Great Britain. Saved from a life-and-death situation by a man in a Guy Fawkes mask who calls himself ""V"" (Hugo Weaving), she learns a general summary of V's past and, after a time, decides to help him bring down those who committed the atrocities that led to Britain being in the shape that it is in.—ahmetkozanSet against the futuristic landscape of totalitarian Britain, this movie tells the story of a mild-mannered young woman named Evey (Natalie Portman), who is rescued from a life situation by a masked guy known only as ""V"" (Hugo Weaving). Incomparably charismatic skilled in the art of combat. V detonates two London landmarks and takes over the government, urging his fellow citizens to rise up. As Evey uncovers the truth about V's mysterious background, she also discovers the truth about herself and emerges as his unlikely ally in the culmination of his plot to bring freedom and justice back to a society fraught with cruelty and corruption.—Alex W2 moreAll"
"Lock, Stock and Two Smoking Barrels","Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.Four Jack-the-lads find themselves heavily - seriously heavily - in debt to an East End hard man and his enforcers after a crooked card game. Overhearing their neighbours in the next flat plotting to hold up a group of out-of-their-depth drug growers, our heroes decide to stitch up the robbers in turn. In a way the confusion really starts when a pair of antique double-barrelled shotguns go missing in a completely different scam.Eddy has been known as a cardsharp since he was young. So he and his three friends Soap, Tom and Bacon all decide to chip in £25,000 each to allow him to play in an illegal high-roller game run by one of the local villains, Hatchet Harry. However, Eddy didn't realize the game was crooked and he ends up owing Harry £500,000 with dire threats about losing his fingers one at a time if he doesn't pay within a week! Eddy and his friends discuss various completely illegal schemes to obtain the money and eventually decide to rip-off the gang of thieves next door who themselves are planning to raid a clandestine drug growing operation which keeps all of its money in shoe boxes where they grow the cannabis plants. The scheme is simple enough but the best laid plans of mice and men always seems to go awry as does this one. As extreme chaos breaks loose the violence and associated body count spiral out of control, Eddy and his friends realize that they are out of their depth and desperately try to find a way out before they too find themselves among the casualties!—Mark Smith <msmith@osi.co.uk>Four Cockney wide-boys are tricked into owing 500,000 nicker to the local gang-land boss and porn king, 'Hatchet' Harry Lonsdale. With the very real threat of finger amputation looming over them the lads come up with a plan to nick the cash from their next-door neighbours: a gang of hardcase drug-dealers... Meanwhile, 'Hatchet' ain't none too pleased when a pair of antique shotguns wot he wants are sold on by a pair of Scouse thieves, to be used in a ""job""... The involvement of a conscientious debt-collector, some public school ""chemists"", a psychotic hash-baron, a lot of guns and knives, ensures that karma is surrealistically resolved (just!) before the end credits roll...—Ian Miller <imiller@csd.abdn.ac.uk>"
El secreto de sus ojos,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.In 1999, retired Argentinian federal justice agent Benjamín Espósito is writing a novel, using an old closed case as the source material. That case is the brutal rape and murder of Liliana Coloto. In addition to seeing the extreme grief of the victim's husband Ricardo Morales, Benjamín, his assistant Pablo Sandoval, and newly hired department chief Irene Menéndez-Hastings were personally affected by the case as Benjamín and Pablo tracked the killer, hence the reason why the unsatisfactory ending to the case has always bothered him. Despite the department already having two other suspects, Benjamín and Pablo ultimately were certain that a man named Isidoro Gómez is the real killer. Although he is aware that historical accuracy is not paramount for the novel, the process of revisiting the case is more an issue of closure for him. He tries to speak to the key players in the case, most specifically Irene, who still works in the justice department and who he has always been attracted to but never pursued due to the differences in their ages and social classes. The other issue is that Gómez is still at large, no one aware if he is alive or dead. But as Pablo at the time mentioned that passion is one thing that cannot be changed in behavior, Benjamín learns now that that premise still holds true.—HuggoFor nearly twenty-five long years, the horrendous unresolved rape and murder case of the young Liliana Coloto is still haunting the retired Buenos Aires criminal investigator, Benjamín Espósito. Obsessed with the perplexing mystery, Benjamín sets out to write a book with the aid of a former colleague, the beautiful prosecutor and the secret object of his desire, Irene Menéndez Hastings, hopeful of putting the pieces together. Little by little, as the team flashes back to 1970s Argentina, and then, back to the present, a furious search for the truth will eventually unravel a nightmare which spans more than two decades of secrets. But are they really prepared to face the truth?—Nick Riganas"
